id,timePeriod,geography,productType,sku,brand,unitsSold,totalRevenue,marketAvgPrice,totalMarketUnitsSold,promoType,price_t_minus_1,volume_t_minus_1,absolutePrice,priceIndex,marketShare,deltaPricePP,elasticityValue,absElasticity
"CZS20B1-N-2310","2023-10","North","Zero Sugar","CZS20B1","Coca-Cola",3600,7056,1.99,105000,"None",1.97,3800,1.96,98.49246231155779,3.4285714285714284,-0.5076142131979695,10.368421052631579,10
"CC2LB1-S-2310","2023-10","South","Regular","CC2LB1","Coca-Cola",5000,10850,2.32,125000,"Coupon $1 Off",2.17,5200,2.17,93.53448275862069,4.0,0.00,"Infinity",10
"CCH12C12-N-2310","2023-10","North","Flavor Variant","CCH12C12","Coca-Cola",2500,20450,8.50,92000,"None",8.18,2650,8.18,96.23529411764706,2.717391304347826,0.00,"Infinity",10
"CVN20B1-S-2310","2023-10","South","Flavor Variant","CVN20B1","Coca-Cola",1750,3482.5,2.08,83000,"None",1.99,1850,1.99,95.67307692307693,2.108433734819277,0.00,"Infinity",10
"FO12C12-N-2310","2023-10","North","Flavor Variant","FO12C12","Fanta",4500,35505,8.25,140000,"None",7.89,4800,7.89,95.63636363636364,3.2142857142857144,0.00,"Infinity",10
"FG20B1-S-2310","2023-10","South","Flavor Variant","FG20B1","Fanta",2850,5559,2.08,95000,"None",1.95,3000,1.95,93.75,3.0,0.00,"Infinity",10
"FOZS2LB1-N-2310","2023-10","North","Zero Sugar","FOZS2LB1","Fanta",2400,5160,2.31,80000,"Display",2.13,2500,2.15,93.07359307359307,3.0,0.9389671361502347,-4.266666666666667,4.266666666666667
"FST12C12-S-2310","2023-10","South","Flavor Variant","FST12C12","Fanta",1950,15990,8.35,84000,"None",8.15,2100,8.20,98.20359281437125,2.3214285714285716,0.6134969325153374,-11.666666666666666,10
"FPI20B1-N-2310","2023-10","North","Flavor Variant","FPI20B1","Fanta",1450,2856.5,2.08,77000,"None",1.97,1550,1.97,94.71153846153847,1.883116883116883,0.00,"Infinity",10
"SL12C12-S-2310","2023-10","South","Regular","SL12C12","Sprite",5700,45030,8.25,155000,"None",7.89,6000,7.90,95.75757575757575,3.677419354819355,0.1267427122940431,-39.5,10
"SZS20B1-N-2310","2023-10","North","Zero Sugar","SZS20B1","Sprite",3500,6825,2.01,100000,"None",1.95,3650,1.95,97.01492537313433,3.5,0.00,"Infinity",10
"SL2LB1-S-2310","2023-10","South","Regular","SL2LB1","Sprite",4500,9765,2.30,124000,"None",2.17,4700,2.17,94.34782608695652,3.629032258064516,0.00,"Infinity",10
"SCH12C12-N-2310","2023-10","North","Flavor Variant","SCH12C12","Sprite",1900,15485,8.40,82000,"Multi-buy 2/$15",8.15,2000,8.15,97.02380952380952,2.3170731707317074,0.00,"Infinity",10
"STM20B1-S-2310","2023-10","South","Flavor Variant","STM20B1","Sprite",1650,3250.5,2.10,79000,"None",1.97,1750,1.97,93.80952380952381,2.088607594936709,0.00,"Infinity",10
"CC12C12-N-2311","2023-11","North","Regular","CC12C12","Coca-Cola",6000,47940,8.25,160000,"Display",7.99,6200,7.99,96.84848484848484,3.75,0.00,"Infinity",10
"CZS20B1-S-2311","2023-11","South","Zero Sugar","CZS20B1","Coca-Cola",3500,6860,1.98,102000,"None",1.96,3600,1.96,98.98989898989899,3.431372549019608,0.00,"Infinity",10
"CC2LB1-N-2311","2023-11","North","Regular","CC2LB1","Coca-Cola",4800,10416,2.30,120000,"None",2.17,5000,2.17,94.34782608695652,4.0,0.00,"Infinity",10
"CCH12C12-S-2311","2023-11","South","Flavor Variant","CCH12C12","Coca-Cola",2450,20041,8.45,90000,"None",8.18,2500,8.18,96.79289940828402,2.7222222222222223,0.00,"Infinity",10
"CVN20B1-N-2311","2023-11","North","Flavor Variant","CVN20B1","Coca-Cola",1700,3383,2.06,80000,"None",1.99,1750,1.99,96.60194174757282,2.125,0.00,"Infinity",10
"FO12C12-S-2311","2023-11","South","Flavor Variant","FO12C12","Fanta",4400,34716,8.20,138000,"None",7.89,4500,7.89,96.21951219512195,3.1884057971014492,0.00,"Infinity",10
"FG20B1-N-2311","2023-11","North","Flavor Variant","FG20B1","Fanta",2800,5488,2.06,93000,"None",1.95,2850,1.96,95.14563106796117,3.010752688172043,0.5128205128205128,-3.4210526315789473,3.4210526315789473
"FOZS2LB1-S-2311","2023-11","South","Zero Sugar","FOZS2LB1","Fanta",2350,5052.5,2.28,78000,"None",2.15,2400,2.15,94.29824561403508,3.012820512820513,0.00,"Infinity",10
"FST12C12-N-2311","2023-11","North","Flavor Variant","FST12C12","Fanta",1900,15485,8.30,81000,"None",8.20,1950,8.15,98.19277108433734,2.345679012345679,-0.6097560975609756,4.205128205128205,4.205128205128205
"FPI20B1-S-2311","2023-11","South","Flavor Variant","FPI20B1","Fanta",1400,2758,2.06,75000,"None",1.97,1450,1.97,95.63106796116505,1.8666666666666667,0.00,"Infinity",10
"SL12C12-N-2311","2023-11","North","Regular","SL12C12","Sprite",5500,43450,8.15,150000,"None",7.90,5700,7.90,96.93251533742331,3.6666666666666665,0.00,"Infinity",10
"SZS20B1-S-2311","2023-11","South","Zero Sugar","SZS20B1","Sprite",3400,6630,1.99,98000,"BOGO",1.95,3500,1.95,97.98994974874372,3.469387755102041,0.00,"Infinity",10
"SL2LB1-N-2311","2023-11","North","Regular","SL2LB1","Sprite",4350,9440,2.28,120000,"None",2.17,4500,2.17,95.17543859649123,3.625,0.00,"Infinity",10
"SCH12C12-S-2311","2023-11","South","Flavor Variant","SCH12C12","Sprite",1850,15082.5,8.30,80000,"None",8.15,1900,8.15,98.19277108433734,2.3125,0.00,"Infinity",10
"STM20B1-N-2311","2023-11","North","Flavor Variant","STM20B1","Sprite",1600,3152,2.08,76000,"None",1.97,1650,1.97,94.71153846153847,2.1052631578947367,0.00,"Infinity",10
"CC12C12-S-2312","2023-12","South","Regular","CC12C12","Coca-Cola",6500,51935,8.20,165000,"None",7.99,6000,7.99,97.4390243902439,3.9393939393939394,0.00,"Infinity",10
"CZS20B1-N-2312","2023-12","North","Zero Sugar","CZS20B1","Coca-Cola",3600,7056,1.97,104000,"None",1.96,3500,1.96,99.49238578680203,3.4615384615384617,0.00,"Infinity",10
"CC2LB1-S-2312","2023-12","South","Regular","CC2LB1","Coca-Cola",5000,10850,2.28,124000,"None",2.17,4800,2.17,95.17543859649123,4.032258064516129,0.00,"Infinity",10
"CCH12C12-N-2312","2023-12","North","Flavor Variant","CCH12C12","Coca-Cola",2550,20859,8.40,93000,"Coupon $1 Off",8.18,2450,8.18,97.38095238095238,2.7419354838709675,0.00,"Infinity",10
"CVN20B1-S-2312","2023-12","South","Flavor Variant","CVN20B1","Coca-Cola",1800,3582,2.05,82000,"None",1.99,1700,1.99,97.07317073170731,2.195121951219512,0.00,"Infinity",10
"FO12C12-N-2312","2023-12","North","Flavor Variant","FO12C12","Fanta",4600,36294,8.15,142000,"None",7.89,4400,7.89,96.80981595092024,3.23943661971831,0.00,"Infinity",10
"FG20B1-S-2312","2023-12","South","Flavor Variant","FG20B1","Fanta",2900,5655,2.04,96000,"None",1.96,2800,1.95,95.58823529411765,3.0208333333333335,-0.5102040816326531,-7.000000000000001,7.000000000000001
"FOZS2LB1-N-2312","2023-12","North","Zero Sugar","FOZS2LB1","Fanta",2450,5267.5,2.26,81000,"None",2.15,2350,2.15,95.13274336283186,3.0246913580246915,0.00,"Infinity",10
"FST12C12-S-2312","2023-12","South","Flavor Variant","FST12C12","Fanta",2000,16300,8.25,84000,"None",8.15,1900,8.15,98.78787878787878,2.380952380952381,0.00,"Infinity",10
"FPI20B1-N-2312","2023-12","North","Flavor Variant","FPI20B1","Fanta",1500,2955,2.04,78000,"None",1.97,1400,1.97,96.56862745098039,1.9230769230769231,0.00,"Infinity",10
"SL12C12-S-2312","2023-12","South","Regular","SL12C12","Sprite",5800,45820,8.10,155000,"None",7.90,5500,7.90,97.53086419753086,3.7419354838709675,0.00,"Infinity",10
"SZS20B1-N-2312","2023-12","North","Zero Sugar","SZS20B1","Sprite",3550,6922.5,1.98,101000,"None",1.95,3400,1.95,98.48484848484848,3.514851485148515,0.00,"Infinity",10
"SL2LB1-S-2312","2023-12","South","Regular","SL2LB1","Sprite",4500,9765,2.26,125000,"None",2.17,4350,2.17,96.01769911504424,3.6,0.00,"Infinity",10
"SCH12C12-N-2312","2023-12","North","Flavor Variant","SCH12C12","Sprite",1950,15892.5,8.25,83000,"None",8.15,1850,8.15,98.78787878787878,2.349397590361446,0.00,"Infinity",10
"STM20B1-S-2312","2023-12","South","Flavor Variant","STM20B1","Sprite",1700,3349,2.06,79000,"None",1.97,1600,1.97,95.63106796116505,2.151898734177215,0.00,"Infinity",10
